channel_id,channel_name,message_id,date,text,views,forwards,reactions,has_media,reply_to
COIN22T,COIN 22,3174,2025-05-07 14:33:45+00:00,"🇨🇳**Китай наращивает золотые резервы шестой месяц подряд, и теперь их стоимость составляет $243,6 млрд. Хороший сигнал для Bitcoin **

💰__Зачем Китаю золото? __

1. Диверсификация резервов 
2. Защита от санкций и кризисов.
3. Хедж от инфляции. 
4. Укрепление юаня.
5. Подготовка к возможным изменениям в мировой финансовой системе.
6. Торговая война с США

👉[COIN 22](https://t.me/+Vy3B55Ubc7UwZjBi)",15655,27,203,True,
crypt0scamm,CryptoScamm,1802,2025-06-05 20:06:25+00:00,"**Какое время, такое и решение конфликтов.**
 
💊 Pump.fun предложили свою идею для решения разногласий. Просто и по-мужски.  


__«elonmusk, сожалею о вашем столкновении с Трампом. Хотя мы не можем высказать свое мнение, мы можем предложить решение:

Трамп уже запустил монету, а это значит, что у вас есть возможность сделать самую смешную вещь в мире. Это единственный раз, когда мы одобряем PVP.
__
__Время пришло.»__

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",7357,45,148,True,
crypt0scamm,CryptoScamm,1800,2025-06-05 19:22:26+00:00,"Ребят, ну не ругайтесь вы 🙈

Акции Tesla уже [рухнули](https://www.tradingview.com/x/AjQjhJ9i/) на 15% на фоне этой суеты.

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",7799,66,83,True,
crypt0scamm,CryptoScamm,1799,2025-06-05 18:21:33+00:00,"Холдер Трампа, это ты? [-10% ](https://t.me/cryptoscammtrade/722)

UPD: WLF направили требование о прекращении действий компании, которая создавала $TRUMP

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",8058,43,74,True,
crypt0scamm,CryptoScamm,1798,2025-06-05 16:30:29+00:00,"😢 **Илон и Трамп — больше не бестфрендс?**

Раньше Маск влил в кампанию Трампа $290 млн, возглавил движение DOGE и обещал стране сэкономить $2 трлн. Казалось, братва на века.🫂

😊 Но недавно всё полетело в трубу: Трамп выкатил закон, который жестко режет льготы на электрокары — а с учётом уже падающих акций Tesla, это был реальный удар по яйцам Маску. Илон в ответ назвал этот закон «отвратительной мерзостью» и заморозил обещанный донат в $100 млн поддержки Трампа.

😤Трамп тильтанул  и слил их общего кореша Джареда Айзекмана с поста главы NASA.

🕑 Ну Илон и подгорел сильнее — он публично высмеял проект Stargate на полтриллиона, который Трамп вместе с OpenAI пытается протащить. По мнению Маска, это бюрократическое месиво без реального смысла и пользы.

💔 Итак, их «броманс» действительно переживает серьёзный кризис…  А ведь ещё недавно строили планы, делили бюджеты и ржали над Байденом. Теперь же один закручивает гайки, второй швыряется миллионами и шеймит проекты в эфире.

Осталось только, чтобы Трамп отписался от Илона в X — и можно официально фиксировать разрыв.


#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",9084,113,158,True,
crypt0scamm,CryptoScamm,1797,2025-06-04 17:31:07+00:00,"🤨**Джеймс Уинн — маркетинговый гений или криптофрик с суицидальными наклонностями?
**
В последние недели весь криптотрёп сосредоточен вокруг одного имени — Джеймс Уинн, кит, который открывает позиции на битке на неприличные суммы, которые вызывают у людей трепет и возбуждение. 

📉 **Хронология шизы:**

🟡~~30 мая — лонг на 949 BTC ($99,3 млн) с 40x плечом. Угадайте? Ликвиднули.
~~🟡~~2 июня — снова в бой: 945 BTC. Ликвидация — $104 580.
~~🟡~~3 июня — увеличивает до 1 133 BTC ($120 млн). Новая ликвидация — $104 276.~~
🟡4 июня — немного сливает: минус 189 BTC, минус $135k. Но в стакане всё ещё $81.8 млн. с ликвидацией на $103 930.

🗣️ После череды этих диких сделок Уинн пишет в X: «Они меня хантят. ПОМОГИТЕ»

И че думаешь? Люди реально стали слать ему USDT, чтобы он не вылетел из позиции. Итог — на донатах он залутал более $20 000. ~~И после этого сразу же снес пост. ~~ А уже и [новый](https://x.com/JamesWynnReal/status/1930239866832597275) написал. ~~😐~~ 

И у толпы закономерно вылез вопрос. **ДА КТО ЖЕ ОН НА САМОМ ДЕЛЕ?**

✊ **Сторонники** — говорят, что это смелый трейдер, который публично играет против китов и делится всем в онлайне. Говорят — душа, а не человек.

😡 **Критики** — считают, что это рекламная вывеска Hyperliquid, за которой  стоит маркетинговая команда и миллионы на промо.

Но, независимо от мотивации, его сделки оказывают заметное влияние на рынок и привлекают внимание как трейдеров, так и аналитиков. А это нам всем на руку ( в теории).

А какие у тебя мысли?

🔥- он просто трушный трейдер с бунтарским духом

😁- жесткий маркетинговый высер 

🗿 - ну, фрик

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",10023,42,511,True,
crypt0scamm,CryptoScamm,1795,2025-06-04 12:40:21+00:00,"😧 **PumpFun запускает токен.**

💊 Короче, для тех, кто в танке: PumpFun — тот самый мемкоин-стартап, который за пару месяцев нагенерил около 11 миллионов щитков и почти $4,5 млрд капитализации.

Теперь они собираются запилить свой токен PUMP и уже прикидывают, что дело оценят в $4 миллиарда. 🛶

И вот, что самое вкусное — по делюге разошлись мнения.

👉 Одни предрекают: «Это локальный пик, дальше пойдёт вниз, готовьтесь к сливу!»

👉 Другие орут: «Нее, это только старт новой эры! PumpFun меняет правила игры!»

🫵 Так кто ты — циник или романтик? Локальный хайп или революция? На этом рынке возможно всё, мемкоины не раз доказали — пытаться их анализировать — это чистая шиза.

⚠️ Кстати, не забывай — торговля мемами — рулетка с джекпотом и сливом. Можно проснуться миллиардером, а можно — с пустым кошельком и разбитой головой (что гораздо вероятнее). Так что держи ухо востро и не влюбляйся в свой портфель слишком сильно.

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",11078,42,64,True,
crypt0scamm,CryptoScamm,1794,2025-06-03 18:28:48+00:00,"😶Всё, ниче уже никто не выпускает, у нас ОТМЕНА. Пока что

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",11586,32,68,True,1793.0
crypt0scamm,CryptoScamm,1793,2025-06-03 18:17:32+00:00,"🤦‍♂️ [TRUMP Wallet](https://trumpwallet.com/)** заказывали? Нет? Ну всё равно держите.**

😁 Мистер президент продолжает покорять блокчейн и запустил свой кош.

Сайт отлично передает ощущение, что меня уже нагрели. Хотя я даже ничего не нажимал. 🥲

Выглядит всё это так, как обычно и выглядит: красиво, если ты с 2007-го не выходил в интернет.

👉 Там, кстати, есть реферальная система. Регистрируешься — получаешь свою ссылку и зовёшь других.
Что дают? Хз. Что-то обещают «в будущем». Звучит до боли знакомо…..

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",10975,39,75,True,
crypt0scamm,CryptoScamm,1792,2025-06-03 15:11:55+00:00,"💀 **Сетка Фибоначчи: инструмент или культ?**

🪄 Фибо-секта.
Ты видел их. Они ставят линии на любой чих рынка и с умным лицом говорят: ""Ну это же 0.618, брат"" — как будто это рыночная аксиома, обосновывающая  любое движение. И им даже хочется верить.

**Но что вообще такое эта ваша “ну по фиби норм как будто»?**

🤓 Фибоначчи — это итальянский математик XIII века, придумавший последовательность чисел, где каждое следующее — сумма двух предыдущих.

А если поделить их между собой — получаются ""золотые пропорции"": 0.382, 0.5, 0.618, 0.786 и так далее.
Трейдеры тянут ""сетку"" между максимумом и минимумом движения и ждут, что цена отскочит от одного из этих уровней.
__Суть — найти точки отката или продолжения тренда.__
Логично. Почти красиво.

🐚 И, звучит знакомо — потому что эти пропорции реально встречаются в природе.
Улитки, ананасы, вихри, молекулы ДНК, даже структура галактик — всё подчинено этой «золотой» симметрии.
Красиво? Да. Волшебно? Тоже да.
**__Но рынок — это не ананас.__**

🤫** А теперь к главному.**
Это работает не потому, что рынок обязан слушаться Фибоначчи или из-за того, что это магия природы. А потому что толпа в это верит.

Фибо — это не инструмент. Это зеркало массовой галлюцинации. Цена отскочила от 0.618? Все увидели — все купили — цена и правда пошла вверх.
Вот и вся магия. Однако, главное, что это работает и будет работать дальше. 

Юзаешь?

🗿 - не, это бред, рынки работают по другому. Я предпочитаю другие инструменты.

😁- AVE FIBO

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",10892,76,517,True,
crypt0scamm,CryptoScamm,1791,2025-06-02 16:32:37+00:00,"🤔 **ПАУЭЛЛ УХОДИТ В ОТСТАВКУ!**

В сети активно гуляют [грязные слухи,](https://x.com/cryptobeastreal/status/1929493770526949662) что Трамп якобы хочет уволить Джерома из-за того, что тот «душит» экономику своими ставками. Сегодня в 17:00 UTC Пауэлл собирается выступить и, возможно, коснётся этой темы. (Так говорится в слухах)

🤷‍♀️Но на самом деле президент не может уволить главу ФРС — срок полномочий Пауэлла рассчитан до мая 2026 года, и это подтверждено Верховным судом.

🤓 Пауэлл заявляет, что решения ФРС принимаются исключительно на основе экономических данных, а не политического давления. Несмотря на хейт и буллинг, он продолжает выполнять свои обязанности и ливать пока не собирается.

🤬 Пока это всё — лишь FUD на пустом месте, реальных оснований для отставки нет. Или Трампу они и не нужны?

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",12046,20,93,True,
crypt0scamm,CryptoScamm,1790,2025-06-02 15:35:42+00:00,"$BTC

Всех с началом лета! 

Пока по BTC расклад примерно следующий - нисходящие приоритеты с целью на $100,600 - недельное FVG. 

Оно выступает ключевой поддержкой и зоной интереса для набора лонг позиций. Альты пока слабее поэтому до достижения цели по BTC - скип.

#Cryptotrade #Market 

https://www.tradingview.com/x/iKmi6jxF/",10405,1,20,True,
crypt0scamm,CryptoScamm,1789,2025-06-02 12:23:55+00:00,"**↗️**** ОБЗОР РЫНКА или тильтовый летний рынок начался. **

Первая неделя лета началась спокойно. Начинаем готовиться к тому, что институционалы и фонды разъезжаются на моря, объёмы падают, а значит — рынок становится менее волатильным и легко поддаётся манипуляциям. Ложные пробои, резкие выносы и отсутствие чётких направлений — всё это летние вайбы. Би кэрэфул.

 🪙 BTC — $104к.  ⚪️ ETH — $2480.

💪 [Доминация BTC](https://www.tradingview.com/x/pg0U8j2d/) — пошла четвертая печальная зеленая палка вверх. Уже только  [22](https://coinmarketcap.com/charts/altcoin-season-index/) из топ-100 показывают внушительный рост относительно битка. Остальной рынок с такой доминацией при малейших откатах стремится обновлять дно. 

🗑 [Ликвидации](https://www.coinglass.com/ru/LiquidationData) — $158.4 млн. за 24 часа из них $81.5 млн. — быки.  Очередное начало недели без сильного кровопролития.

🤑 [Fear & Greed](https://coinmarketcap.com/charts/fear-and-greed-index/) — **57/100. **Рыночные ожидания немного утихли, появилась неопределенность, и лудики пока решили держать свои деньги при себе. 

🪙 [T](https://www.tradingview.com/x/Jz3AMOy1/)[otal —](https://www.tradingview.com/x/bLu43EX4/) закономерный минус **$148 млрд **(- 4.3%) за неделю + понедельник. Додепы то будут?

🔼Чистый ОТТОК из спотового [BTC-ETF](https://sosovalue.com/assets/etf/us-btc-spot) за неделю — скромные **$157.4 млн.** А ВОТ ЭТО НЕОЖИДАННЫЙ ПОВОРОТ —  [ETH-ETF: плюс](https://sosovalue.com/assets/etf/us-eth-spot) **$285.8 млн.**  Ну  [ETH/BTC](https://www.tradingview.com/x/ztmp5Nxa/) нам и намекает, что эфир то еще может и ожить.

🕑 Илон Маск готовится запустить убийцу Telegram — [XChat.](https://x.com/elonmusk/status/1929238157872312773) А чо там с Grok в телеге то? 🤡

🫡 Китяра [Джэймс Уинн](https://hypurrscan.io/address/0x5078C2fBeA2b2aD61bc840Bc023E35Fce56BeDb6) опять открыл лонги, только теперь скромнее на $100 млн., c ликвидацией на $103.6к. Очередная охота началась.

🕕Сейлор на этой неделе поскромничал и купил всего  705 BTC (~ $75.1 млн) примерно по  $106.5к. за штуку. Ну, допустим.

[Ваша предыдущая ставка,](https://t.me/crypt0scamm/1774) увы, не сыграла — 1:1.  Рынок немного попустил аналитиков из Криптоскамма. **Куда зажимаем эту? 
**
🍌- LONG

🍓- SHORT

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",11256,18,337,True,
crypt0scamm,CryptoScamm,1788,2025-06-01 16:20:37+00:00,"🧠 [Bittensor](https://bittensor.com/)** - это нейросеть на максималках, да ещё и в мире Web3. Не просто учится, а майнит интеллект!**

🥛Продолжаем наполнять твой светлый ум интересными штуками из мира DeFi.

😀 Представь, что у тебя есть ИИ, который не заключен на серверах OpenAI или Google, а живёт в децентрализованной сети. И каждый участник там - это не просто юзер, а часть этого большого мозга. Так устроен Bittensor - блокчейн-сеть, где ты фармишь не токены, а знания. Вместо того чтобы обучать одну большую модель на одном сервере, множество узлов по всему миру обучают свои ИИ и делятся знаниями друг с другом. Каждый из них получает награду в токенах TAO, если его интеллект оказался реально полезным и кому-то пригодился.

**Как это устроено?**

1️⃣Узлы подключаются к сети  и обучают свои модели искусственного интеллекта.
2️⃣2.Они обмениваются ответами на вопросы, оценивают друг друга - кто дал полезнее ответ, тот и получает больше TAO.
3️⃣Всё это работает на собственном блокчейне Bittensor - без централизации, полная свобода.

**Зачем тебе это, если есть ChatGPT?

**✍️ **Децентрализация:** никто не может выключить сеть, цензура невозможна
.
✍️ **Майнится интеллект:** ты не просто держишь железо, ты обучаешь ИИ и зарабатываешь.

✍️ **Эволюция моделей:** каждый узел может быть уникальным - кто-то в простом общении, кто-то в трейдинге, кто-то в медицине.

✍️ **Рейтинг и мотивация:** сеть сама решает, кто полезен - и направляет TAO тому, у кого настоящий скилл.

💪 [Bittensor](https://bittensor.com/) - это прорыв в развитии искусственного интеллекта, потому что все модели могут обучатся на знаниях друг друга и работать без начальника0. В этом проекте, знания - настоящая валюта, ведь если твои знания окажутся полезными, ты получишь за них награду. Это уже какой-то смышленый Web3

Вопросы по механике можно задавать в комментах. 💌

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",11281,159,116,True,
crypt0scamm,CryptoScamm,1787,2025-05-31 15:40:52+00:00,"☀️ **НОВОСТНОЙ ДАЙДЖЕСТ #21**

🪙 BTC — $103 755 (−4.6%)

⚪️ ETH — $2  525  (−0.8%)

Последняя неделя весны подходит к концу. Завтра нас уже ждет лето, которое надо хоть на этот раз не про**ать. 🙏

🟠 **Итоги Bitcoin 2025**.  В Вегасе опять собралась почти вся крипто «элита». Обсудили свободу, регуляторов, биток и будущее. По сути — красиво поговорили, поаплодировали и разошлись. Пафоса больше, чем пользы. Подробнее — [ТУТ.](https://cointelegraph.com/news/bitcoin-2025-event-recap-freedom)

🧬 **Solana x Migos: неожиданный коллаб**. Хакеры [взломали](https://forklog.com/news/hakery-vylozhili-dannye-souchreditelya-solana-na-instagram-akkaunt-gruppy-migos) Instagram группы Migos и выложили там личные данные Анатолия Яковенко — сооснователя Solana. Адрес, номер телефона, документы. То ли угроза, то ли прямая подготовка к атаке на экосистему. Комментариями нас обделили.

🦅 **SEC **[пояснила](https://t.me/crypt0scamm/1782)** за регулирование стейкинга. **

🦊  **MetaMask **[добавил](https://forklog.com/news/metamask-dobavil-podderzhku-solana)** поддержку Solana**. Через расширение Snaps в MetaMask завезли поддержку Solana и токенов SPL. Наконец-то можно юзать Solana прямо там — без плясок с Phantom и скачивания лишнего хлама.

🇹🇭 **Таиланд чета **[задушнил](https://forklog.com/news/v-tailande-ogranichat-dostup-k-pyati-kriptobirzham)[**.**](https://forklog.com/news/v-tailande-ogranichat-dostup-k-pyati-kriptobirzham) Долгое время казалось, что Таиланд — один из немногих в Азии, кто старается быть криптофрендли. Но теперь есть нюанс. С 28 июня доступ к Bybit, OKX, CoinEx, 1000X и XT.COM будет заблокирован. Причина — биржи работают без местной лицензии.

🎁 **Franck Muller **[выпустил](https://franckmullerencrypto.com/product/franck-muller-41mm-solana-limited-edition/)** лимитированную серию часов с поддержкой Solana**
Швейцарский бренд Franck Muller сделал лимитированную серию часов Vanguard с встроенным холодным кошельком Solana. Говорят, через них можно платить с помощью Solana Pay. Стоит однако такой кош примерно 8 тысяч баксов. Понты или фича? 

🟢**Сбер **[готов](https://forklog.com/news/sber-stanet-marketmejkerom-rossijskih-bitkoin-birzh-i-zapustit-etf)** хантить твои стопы.** Ребята решили зайти на российские криптобиржи в роли маркетмейкера — чтобы повысить ликвидность и сделать рынок поживее. Плюс запускает ETF на цифровые активы.

🇰🇿 **~~Шейхи в ОАЭ~~ Казахстан **[строит](https://ru.beincrypto.com/kazakhstan-kryptogorod/)** свой криптогород. ** Правительство запускает масштабный проект XiveCity — технологический кластер с кампусами, дата-центрами и школами Web3. Обещают налоговые льготы и вложения около миллиарда долларов, чтобы превратить регион в центр цифровой экономики и криптоиноваций. Пока это хорошая идея В ТЕОРИИ, но как и когда всё это воплотится в реальность — пока не понятно. Поживем увидим.

Хороших выходных ❤️

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",11879,13,80,True,
crypt0scamm,CryptoScamm,1785,2025-05-30 16:55:08+00:00,"💥 **110 млн. Hyperliquid. James Wynn. The End.**

Ну вот [история этого депа](https://t.me/crypt0scamm/1771) и подошла к концу.
Как и ожидалось, чел не смог обыграть рынок и ~~похавал говна~~ словил ликвидацию почти на $100 млн.
Да и козырять лярдами на весь мир — оказывается, не лучшая идея.

🧐 Один чел, однако, не просто кричал, что кит — лудик.
Он начал действовать.

💼 Трейдер с адресом [0x2258](https://hyperdash.info/trader/0x225864AD63BA66272cD6bE3E65476A2EBA48c215) буквально превратил Джеймса Уинна в индикатор:
— Тот лонгует — он шортит.
— Тот шортит — он в лонг.
— Тот орёт в Твиттере — он фиксирует профит.

**↗️**** За неделю:**
— Уинн: - $110 млн.
— 0x2258: + $17 млн. 

Ты же тоже знал, что он сольёт, почему ничего не сделал?

🎨 Контртрейд — легко и просто. Берешь идиота с миллиардом и зарабатываешь на каждом его шаге.

Но где заканчивается история одного депа —
там уже начинается [новая.](https://hyperdash.info/trader/0x5078C2fBeA2b2aD61bc840Bc023E35Fce56BeDb6) Китяра снова в Лонге. 🙂

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",15686,128,144,True,
crypt0scamm,CryptoScamm,1782,2025-05-30 12:09:56+00:00,"🔓 **SEC отпускает хватку.  Стейкинг в сетях Proof-of-Stake — не ценная бумага.**

🤔 Это значит, что теперь участникам PoS-протоколов не нужно париться с регистрацией сделок как с ценными бумагами.

**Почему это важно?**

⭐ Легализация стейкинга. Solana, Ethereum и другие могут стейкать без страха за регуляторов.
⭐ Путь открыт для ETF на стейкинг — ждём запуск уже осенью 2025.
⭐ Инвесторы в институтах начинают снова смотреть на крипту без оверфильтра и сомнений.

🕺В итоге — SEC не просто снизила давление, а показала грин флаг для институциональных денег в стейкинг.

**Веришь в светлое будущее для крипты?**

🔥 - Да, газ в пол.

🗿 - Слишком много хорошего, подозрительно…. 

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",14343,18,336,True,
crypt0scamm,CryptoScamm,1781,2025-05-29 20:14:37+00:00,"🤨 **Ну, было и было. **

В США апелляционный суд временно восстановил пошлины. 🤡

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",16321,53,180,True,1779.0
crypt0scamm,CryptoScamm,1780,2025-05-29 19:31:15+00:00,"☝️ **Bybit получает легалайз в Европе.
**
Биржа получила лицензию по самому душному, но самому серьёзному регламенту ЕС — MiCA. И едет в Австрию.

Это не временный релоад из Дубая — это осознанный заход в белую зону.

**Почему это важно?**

🟡потому что с MiCA ты в белую работаешь с банками
🟡получаешь право на легальную рекламу в ЕС
🟡увеличиваешь доверие аудитории и институционалов

Пока они конкуренты бегают в мыле по регуляторам, а другие  судится с американцами, Bybit арендует офис в Вене и заваривает кофе европейским юристам.🚬

🕺В тусовке уже: OKX, Crypto․com, Bitpanda.

""Легализация душит свободу?"" — может быть.
""Легализация открывает шлюзы капитала?"" — однозначно.

😏 MiCA — это не про фридом. Это про то, кто первым окажется у входа, когда в крипту зайдёт настоящий капитал.

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",15594,67,127,True,
crypt0scamm,CryptoScamm,1779,2025-05-29 08:57:44+00:00,"⚠️ **СРОЧНО! Суд решил — ссаные тарифы Трампа отменяются!**

🤔 Суд по международной торговле США чётко дал понять: Дед погнал, пытаясь ввести новые тарифы через закон IEEPA, который на самом деле предназначен для экстренных санкций, а не для того, чтобы диктовать торговые правила по своему усмотрению.

☝️Суть в чем: Конгресс США — единственный законный орган, который может регулировать внешнюю торговлю. Поэтому все тарифы, введённые по инициативе Трампа с января 2025 года, признаны недействительными.

😤 Администрация Трампа, конечно, уже подала апелляцию — старый явно не хочет просто так сдаваться. Ведь если решение вступит в силу, то Штатам придётся возвращать около $10 млрд, из которых $3,5 млрд — Китаю. 😐

🤦‍♂️ Это серьёзный удар по его репутации и планам использовать тарифы как дубинку против Китая, Европы и всех, кто в его черном списке.

Рынок пока не понял, как на это реагировать, но лучше пристегнуть ремни, чтобы не улететь на поворотах.

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",16549,188,228,True,
crypt0scamm,CryptoScamm,1778,2025-05-28 14:49:32+00:00,"🤔 **Коллаба года?**

🤝 Илон Маск и Паша Дуров оправдали слухи полугодовой давности и заключили сделку: нейросетка Grok от xAI будет интегрирована в Telegram на год. Сделка оценивается в $300 млн наличными и акциями, плюс 50% от подписок xAI, проданных через Telegram.

🤨 **Что за фишки ждут юзеров?**

✈️ Grok будет встроен в Telegram: от строки поиска до генерации стикеров.
✈️Премиум-пользователи получат доступ к Grok без дополнительной платы.
✈️ Умные ответы, резюме чатов, генерация стикеров, помощь в модерации — теперь всё это делает нейросеть.

🤑 **Короче:** Grok будет резюмировать чаты, модерить группы, генерировать стикеры и отвечать вместо тебя — остаётся только не мешать.

🤨 Но есть сомнения. Пока непонятно, станет ли Grok реально полезным — или просто ещё одним ботом, который будет еще сильнее убивать производительность телеги.

**Че думаешь? **

🔥- Ton больше не tonет 

🗿- всё равно поtonет 

#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",16844,167,677,True,
crypt0scamm,CryptoScamm,1777,2025-05-27 17:40:19+00:00,"📣**Трамп снова пытается возбудить крипту — теперь с «резервом» на $2.5 млрд.**

Нет, это не новый семейный щиток. Пока.
Это Trump Media официально сначала опровергла, а потом только заявила:

1️⃣«Мы хотим держать биткоин как стратегический актив».
2️⃣«И залить туда $2.5 миллиарда».
3️⃣«Потому что традиционная финансовая система нас не любит».


💼 **Бабки планируют собрать так:
**
— $1.5 млрд через выпуск новых акций,
— $1 млрд — через продажу конвертируемых облигаций.
А потом — бахнуть всё это в BTC.


🧊 Хранить биток будут через Crypto․com и Anchorage Digital.

То есть если всё пойдёт по плану, 29 мая у Trump Media будет личная кубышка битком. Или красивая история про то, как они ""почти"" её завели. 🤷‍♀️

Да, биток прыгнул на фоне заголовков. Но рынок быстро отыграл назад. **Потому что:
**
— Это ещё не факт, а намерения.
— $2.5 млрд — уже не та сумма, чтоб качать крипту в 2025.
— Ну и репутация Trump Media как-то не внушает, если честно.

Напомним, недавно на ужине за $1.7 млн гостей накормили ~~говном~~ размороженным палтусом и оставили без ответов.
Так что когда Дед и Trump Media говорят ""биткоин"", рынок уже заранее напрягается


#Cryptoscamm #WASSUP 

🔗[Полезные ссылки](https://t.me/crypt0scamm/1187)** ****🔗**[Биржи](https://t.me/crypt0scamm/1122)   

 **🔗**[419INU](https://t.me/cockpot419inu/6)",16114,49,98,True,
